2019-05-05 17:25:15,357: Mouse moved to (952, 682)
2019-05-05 17:25:15,361: Mouse moved to (951, 682)
2019-05-05 17:25:15,568: Mouse moved to (951, 681)
2019-05-05 17:25:15,576: Mouse moved to (951, 681)
2019-05-05 17:25:15,584: Mouse moved to (951, 680)
2019-05-05 17:25:15,592: Mouse moved to (949, 678)
2019-05-05 17:25:15,600: Mouse moved to (949, 677)
2019-05-05 17:25:15,608: Mouse moved to (948, 675)
2019-05-05 17:25:15,617: Mouse moved to (947, 672)
2019-05-05 17:25:15,625: Mouse moved to (946, 670)
2019-05-05 17:25:15,633: Mouse moved to (946, 667)
2019-05-05 17:25:15,640: Mouse moved to (944, 663)
2019-05-05 17:25:15,648: Mouse moved to (943, 658)
2019-05-05 17:25:15,656: Mouse moved to (940, 646)
2019-05-05 17:25:15,665: Mouse moved to (936, 634)
2019-05-05 17:25:15,672: Mouse moved to (932, 628)
2019-05-05 17:25:15,680: Mouse moved to (929, 622)
2019-05-05 17:25:15,689: Mouse moved to (927, 614)
2019-05-05 17:25:15,696: Mouse moved to (926, 607)
2019-05-05 17:25:15,704: Mouse moved to (923, 602)
2019-05-05 17:25:15,712: Mouse moved to (922, 597)
2019-05-05 17:25:15,720: Mouse moved to (922, 595)
2019-05-05 17:25:15,728: Mouse moved to (920, 591)
2019-05-05 17:25:15,736: Mouse moved to (920, 590)
2019-05-05 17:25:15,743: Mouse moved to (919, 588)
2019-05-05 17:25:15,751: Mouse moved to (918, 586)
2019-05-05 17:25:15,759: Mouse moved to (918, 585)
2019-05-05 17:25:15,767: Mouse moved to (918, 584)
2019-05-05 17:25:15,775: Mouse moved to (917, 584)
2019-05-05 17:25:15,783: Mouse moved to (917, 583)
2019-05-05 17:25:15,854: Mouse moved to (913, 581)
2019-05-05 17:25:15,862: Mouse moved to (911, 580)
2019-05-05 17:25:15,870: Mouse moved to (907, 579)
2019-05-05 17:25:15,878: Mouse moved to (903, 577)
2019-05-05 17:25:15,886: Mouse moved to (897, 575)
2019-05-05 17:25:15,894: Mouse moved to (892, 571)
2019-05-05 17:25:15,902: Mouse moved to (885, 568)
2019-05-05 17:25:15,910: Mouse moved to (874, 562)
2019-05-05 17:25:15,917: Mouse moved to (865, 557)
2019-05-05 17:25:15,925: Mouse moved to (852, 551)
2019-05-05 17:25:15,933: Mouse moved to (824, 539)
2019-05-05 17:25:15,942: Mouse moved to (791, 527)
2019-05-05 17:25:15,949: Mouse moved to (760, 516)
2019-05-05 17:25:15,957: Mouse moved to (716, 504)
2019-05-05 17:25:15,965: Mouse moved to (674, 494)
2019-05-05 17:25:15,973: Mouse moved to (640, 488)
2019-05-05 17:25:15,981: Mouse moved to (608, 482)
2019-05-05 17:25:15,989: Mouse moved to (574, 476)
2019-05-05 17:25:15,997: Mouse moved to (550, 474)
2019-05-05 17:25:16,005: Mouse moved to (530, 470)
2019-05-05 17:25:16,012: Mouse moved to (514, 464)
2019-05-05 17:25:16,020: Mouse moved to (506, 460)
2019-05-05 17:25:16,028: Mouse moved to (498, 454)
2019-05-05 17:25:16,036: Mouse moved to (494, 450)
2019-05-05 17:25:16,044: Mouse moved to (490, 444)
2019-05-05 17:25:16,052: Mouse moved to (490, 441)
2019-05-05 17:25:16,061: Mouse moved to (490, 439)
2019-05-05 17:25:16,068: Mouse moved to (490, 437)
2019-05-05 17:25:16,077: Mouse moved to (490, 434)
2019-05-05 17:25:16,084: Mouse moved to (490, 432)
2019-05-05 17:25:16,092: Mouse moved to (491, 429)
2019-05-05 17:25:16,099: Mouse moved to (492, 427)
2019-05-05 17:25:16,107: Mouse moved to (493, 426)
2019-05-05 17:25:16,115: Mouse moved to (495, 424)
2019-05-05 17:25:16,123: Mouse moved to (497, 422)
2019-05-05 17:25:16,131: Mouse moved to (500, 419)
2019-05-05 17:25:16,139: Mouse moved to (503, 416)
2019-05-05 17:25:16,147: Mouse moved to (506, 413)
2019-05-05 17:25:16,156: Mouse moved to (512, 409)
2019-05-05 17:25:16,164: Mouse moved to (516, 404)
2019-05-05 17:25:16,171: Mouse moved to (520, 402)
2019-05-05 17:25:16,179: Mouse moved to (525, 398)
2019-05-05 17:25:16,187: Mouse moved to (530, 394)
2019-05-05 17:25:16,194: Mouse moved to (534, 392)
2019-05-05 17:25:16,202: Mouse moved to (539, 389)
2019-05-05 17:25:16,210: Mouse moved to (545, 388)
2019-05-05 17:25:16,218: Mouse moved to (560, 381)
2019-05-05 17:25:16,226: Mouse moved to (571, 380)
2019-05-05 17:25:16,234: Mouse moved to (583, 378)
2019-05-05 17:25:16,243: Mouse moved to (599, 375)
2019-05-05 17:25:16,250: Mouse moved to (613, 372)
2019-05-05 17:25:16,258: Mouse moved to (630, 369)
2019-05-05 17:25:16,266: Mouse moved to (652, 364)
2019-05-05 17:25:16,274: Mouse moved to (674, 359)
2019-05-05 17:25:16,282: Mouse moved to (699, 354)
2019-05-05 17:25:16,289: Mouse moved to (732, 346)
2019-05-05 17:25:16,297: Mouse moved to (764, 340)
2019-05-05 17:25:16,305: Mouse moved to (794, 334)
2019-05-05 17:25:16,313: Mouse moved to (822, 330)
2019-05-05 17:25:16,322: Mouse moved to (852, 328)
2019-05-05 17:25:16,330: Mouse moved to (872, 328)
2019-05-05 17:25:16,339: Mouse moved to (890, 328)
2019-05-05 17:25:16,346: Mouse moved to (902, 328)
2019-05-05 17:25:16,353: Mouse moved to (912, 332)
2019-05-05 17:25:16,361: Mouse moved to (920, 336)
2019-05-05 17:25:16,369: Mouse moved to (925, 341)
2019-05-05 17:25:16,378: Mouse moved to (925, 344)
2019-05-05 17:25:16,384: Mouse moved to (925, 346)
2019-05-05 17:25:16,393: Mouse moved to (925, 349)
2019-05-05 17:25:16,400: Mouse moved to (925, 352)
2019-05-05 17:25:16,408: Mouse moved to (923, 356)
2019-05-05 17:25:16,416: Mouse moved to (921, 361)
2019-05-05 17:25:16,424: Mouse moved to (917, 368)
2019-05-05 17:25:16,433: Mouse moved to (914, 372)
2019-05-05 17:25:16,440: Mouse moved to (909, 378)
2019-05-05 17:25:16,448: Mouse moved to (905, 384)
2019-05-05 17:25:16,456: Mouse moved to (901, 390)
2019-05-05 17:25:16,464: Mouse moved to (894, 395)
2019-05-05 17:25:16,472: Mouse moved to (887, 401)
2019-05-05 17:25:16,479: Mouse moved to (877, 405)
2019-05-05 17:25:16,487: Mouse moved to (870, 408)
2019-05-05 17:25:16,495: Mouse moved to (865, 408)
2019-05-05 17:25:16,503: Mouse moved to (859, 408)
2019-05-05 17:25:16,511: Mouse moved to (854, 408)
2019-05-05 17:25:16,519: Mouse moved to (849, 401)
2019-05-05 17:25:16,527: Mouse moved to (846, 394)
2019-05-05 17:25:16,535: Mouse moved to (843, 384)
2019-05-05 17:25:16,543: Mouse moved to (843, 377)
2019-05-05 17:25:16,551: Mouse moved to (839, 366)
2019-05-05 17:25:16,559: Mouse moved to (836, 354)
2019-05-05 17:25:16,567: Mouse moved to (832, 341)
2019-05-05 17:25:16,574: Mouse moved to (830, 331)
2019-05-05 17:25:16,582: Mouse moved to (828, 320)
2019-05-05 17:25:16,590: Mouse moved to (827, 308)
2019-05-05 17:25:16,598: Mouse moved to (827, 299)
2019-05-05 17:25:16,606: Mouse moved to (827, 289)
2019-05-05 17:25:16,614: Mouse moved to (828, 280)
2019-05-05 17:25:16,622: Mouse moved to (830, 273)
2019-05-05 17:25:16,630: Mouse moved to (831, 268)
2019-05-05 17:25:16,638: Mouse moved to (833, 263)
2019-05-05 17:25:16,646: Mouse moved to (834, 260)
2019-05-05 17:25:16,654: Mouse moved to (834, 258)
2019-05-05 17:25:16,662: Mouse moved to (834, 257)
2019-05-05 17:25:16,677: Mouse moved to (835, 257)
2019-05-05 17:25:16,947: Mouse clicked at (835, 257) with Button.left
2019-05-05 17:25:17,814: Mouse moved to (836, 257)
2019-05-05 17:25:17,825: Mouse moved to (837, 257)
2019-05-05 17:25:17,833: Mouse moved to (837, 259)
2019-05-05 17:25:17,841: Mouse moved to (837, 260)
2019-05-05 17:25:17,849: Mouse moved to (837, 263)
2019-05-05 17:25:17,857: Mouse moved to (837, 266)
2019-05-05 17:25:17,865: Mouse moved to (837, 270)
2019-05-05 17:25:17,872: Mouse moved to (837, 276)
2019-05-05 17:25:17,880: Mouse moved to (835, 283)
2019-05-05 17:25:17,888: Mouse moved to (834, 291)
2019-05-05 17:25:17,896: Mouse moved to (830, 299)
2019-05-05 17:25:17,904: Mouse moved to (828, 307)
2019-05-05 17:25:17,912: Mouse moved to (825, 318)
2019-05-05 17:25:17,921: Mouse moved to (822, 325)
2019-05-05 17:25:17,928: Mouse moved to (820, 335)
2019-05-05 17:25:17,936: Mouse moved to (814, 344)
2019-05-05 17:25:17,944: Mouse moved to (808, 354)
2019-05-05 17:25:17,952: Mouse moved to (796, 366)
2019-05-05 17:25:17,960: Mouse moved to (784, 377)
2019-05-05 17:25:17,968: Mouse moved to (767, 391)
2019-05-05 17:25:17,975: Mouse moved to (746, 407)
2019-05-05 17:25:17,983: Mouse moved to (724, 423)
2019-05-05 17:25:17,991: Mouse moved to (702, 436)
2019-05-05 17:25:17,999: Mouse moved to (670, 456)
2019-05-05 17:25:18,007: Mouse moved to (638, 472)
2019-05-05 17:25:18,015: Mouse moved to (604, 488)
2019-05-05 17:25:18,023: Mouse moved to (572, 504)
2019-05-05 17:25:18,031: Mouse moved to (540, 516)
2019-05-05 17:25:18,039: Mouse moved to (506, 524)
2019-05-05 17:25:18,047: Mouse moved to (480, 530)
2019-05-05 17:25:18,055: Mouse moved to (456, 540)
2019-05-05 17:25:18,064: Mouse moved to (426, 548)
2019-05-05 17:25:18,071: Mouse moved to (404, 554)
2019-05-05 17:25:18,079: Mouse moved to (386, 556)
2019-05-05 17:25:18,087: Mouse moved to (368, 558)
2019-05-05 17:25:18,094: Mouse moved to (356, 558)
2019-05-05 17:25:18,102: Mouse moved to (348, 558)
2019-05-05 17:25:18,110: Mouse moved to (336, 558)
2019-05-05 17:25:18,118: Mouse moved to (328, 558)
2019-05-05 17:25:18,127: Mouse moved to (322, 556)
2019-05-05 17:25:18,135: Mouse moved to (318, 554)
2019-05-05 17:25:18,143: Mouse moved to (317, 552)
2019-05-05 17:25:18,150: Mouse moved to (315, 550)
2019-05-05 17:25:18,158: Mouse moved to (312, 549)
2019-05-05 17:25:18,166: Mouse moved to (309, 546)
2019-05-05 17:25:18,174: Mouse moved to (307, 544)
2019-05-05 17:25:18,181: Mouse moved to (306, 543)
2019-05-05 17:25:18,189: Mouse moved to (303, 541)
2019-05-05 17:25:18,197: Mouse moved to (300, 539)
2019-05-05 17:25:18,205: Mouse moved to (298, 538)
2019-05-05 17:25:18,213: Mouse moved to (295, 537)
2019-05-05 17:25:18,221: Mouse moved to (292, 537)
2019-05-05 17:25:18,229: Mouse moved to (288, 537)
2019-05-05 17:25:18,237: Mouse moved to (283, 537)
2019-05-05 17:25:18,245: Mouse moved to (278, 537)
2019-05-05 17:25:18,253: Mouse moved to (273, 537)
2019-05-05 17:25:18,261: Mouse moved to (266, 537)
2019-05-05 17:25:18,269: Mouse moved to (261, 538)
2019-05-05 17:25:18,277: Mouse moved to (256, 538)
2019-05-05 17:25:18,284: Mouse moved to (251, 539)
2019-05-05 17:25:18,293: Mouse moved to (245, 539)
2019-05-05 17:25:18,300: Mouse moved to (241, 539)
2019-05-05 17:25:18,308: Mouse moved to (236, 541)
2019-05-05 17:25:18,317: Mouse moved to (231, 542)
2019-05-05 17:25:18,324: Mouse moved to (228, 542)
2019-05-05 17:25:18,332: Mouse moved to (226, 543)
2019-05-05 17:25:18,340: Mouse moved to (224, 543)
2019-05-05 17:25:18,451: Mouse moved to (226, 543)
2019-05-05 17:25:18,458: Mouse moved to (228, 543)
2019-05-05 17:25:18,466: Mouse moved to (232, 543)
2019-05-05 17:25:18,474: Mouse moved to (241, 544)
2019-05-05 17:25:18,482: Mouse moved to (251, 547)
2019-05-05 17:25:18,490: Mouse moved to (267, 548)
2019-05-05 17:25:18,498: Mouse moved to (282, 551)
2019-05-05 17:25:18,506: Mouse moved to (302, 553)
2019-05-05 17:25:18,514: Mouse moved to (326, 554)
2019-05-05 17:25:18,522: Mouse moved to (355, 558)
2019-05-05 17:25:18,530: Mouse moved to (384, 562)
2019-05-05 17:25:18,538: Mouse moved to (416, 566)
2019-05-05 17:25:18,545: Mouse moved to (454, 570)
2019-05-05 17:25:18,553: Mouse moved to (486, 570)
2019-05-05 17:25:18,561: Mouse moved to (520, 570)
2019-05-05 17:25:18,569: Mouse moved to (562, 570)
2019-05-05 17:25:18,577: Mouse moved to (596, 570)
2019-05-05 17:25:18,585: Mouse moved to (632, 570)
2019-05-05 17:25:18,593: Mouse moved to (672, 570)
2019-05-05 17:25:18,601: Mouse moved to (702, 572)
2019-05-05 17:25:18,610: Mouse moved to (730, 574)
2019-05-05 17:25:18,617: Mouse moved to (756, 578)
2019-05-05 17:25:18,625: Mouse moved to (778, 582)
2019-05-05 17:25:18,633: Mouse moved to (790, 582)
2019-05-05 17:25:18,640: Mouse moved to (796, 584)
2019-05-05 17:25:18,648: Mouse moved to (806, 586)
2019-05-05 17:25:18,656: Mouse moved to (809, 589)
2019-05-05 17:25:18,664: Mouse moved to (813, 591)
2019-05-05 17:25:18,672: Mouse moved to (816, 592)
2019-05-05 17:25:18,680: Mouse moved to (819, 592)
2019-05-05 17:25:18,689: Mouse moved to (821, 594)
2019-05-05 17:25:18,696: Mouse moved to (825, 595)
2019-05-05 17:25:18,704: Mouse moved to (828, 597)
2019-05-05 17:25:18,712: Mouse moved to (831, 598)
2019-05-05 17:25:18,720: Mouse moved to (833, 598)
2019-05-05 17:25:18,729: Mouse moved to (833, 599)
2019-05-05 17:25:18,776: Mouse moved to (832, 598)
2019-05-05 17:25:18,783: Mouse moved to (831, 596)
2019-05-05 17:25:18,791: Mouse moved to (830, 594)
2019-05-05 17:25:18,799: Mouse moved to (829, 592)
2019-05-05 17:25:18,807: Mouse moved to (828, 591)
2019-05-05 17:25:18,815: Mouse moved to (824, 585)
2019-05-05 17:25:18,823: Mouse moved to (819, 579)
2019-05-05 17:25:18,830: Mouse moved to (815, 573)
2019-05-05 17:25:18,838: Mouse moved to (809, 567)
2019-05-05 17:25:18,846: Mouse moved to (802, 561)
2019-05-05 17:25:18,854: Mouse moved to (791, 555)
2019-05-05 17:25:18,862: Mouse moved to (781, 549)
2019-05-05 17:25:18,870: Mouse moved to (770, 545)
2019-05-05 17:25:18,878: Mouse moved to (752, 541)
2019-05-05 17:25:18,886: Mouse moved to (738, 540)
2019-05-05 17:25:18,895: Mouse moved to (723, 540)
2019-05-05 17:25:18,902: Mouse moved to (704, 540)
2019-05-05 17:25:18,910: Mouse moved to (687, 540)
2019-05-05 17:25:18,918: Mouse moved to (672, 540)
2019-05-05 17:25:18,926: Mouse moved to (657, 542)
2019-05-05 17:25:18,933: Mouse moved to (637, 545)
2019-05-05 17:25:18,941: Mouse moved to (618, 549)
2019-05-05 17:25:18,949: Mouse moved to (597, 555)
2019-05-05 17:25:18,957: Mouse moved to (569, 560)
2019-05-05 17:25:18,965: Mouse moved to (544, 566)
2019-05-05 17:25:18,973: Mouse moved to (514, 574)
2019-05-05 17:25:18,982: Mouse moved to (482, 582)
2019-05-05 17:25:18,989: Mouse moved to (440, 592)
2019-05-05 17:25:18,998: Mouse moved to (408, 600)
2019-05-05 17:25:19,005: Mouse moved to (376, 606)
2019-05-05 17:25:19,013: Mouse moved to (336, 612)
2019-05-05 17:25:19,020: Mouse moved to (302, 618)
2019-05-05 17:25:19,028: Mouse moved to (270, 620)
2019-05-05 17:25:19,037: Mouse moved to (236, 622)
2019-05-05 17:25:19,044: Mouse moved to (200, 622)
2019-05-05 17:25:19,052: Mouse moved to (170, 622)
2019-05-05 17:25:19,060: Mouse moved to (140, 622)
2019-05-05 17:25:19,068: Mouse moved to (106, 624)
2019-05-05 17:25:19,076: Mouse moved to (82, 626)
2019-05-05 17:25:19,084: Mouse moved to (62, 626)
2019-05-05 17:25:19,093: Mouse moved to (46, 626)
2019-05-05 17:25:19,100: Mouse moved to (36, 626)
2019-05-05 17:25:19,108: Mouse moved to (33, 623)
2019-05-05 17:25:19,115: Mouse moved to (32, 622)
2019-05-05 17:25:19,123: Mouse moved to (31, 619)
2019-05-05 17:25:19,131: Mouse moved to (30, 615)
2019-05-05 17:25:19,139: Mouse moved to (29, 614)
2019-05-05 17:25:19,147: Mouse moved to (29, 611)
2019-05-05 17:25:19,155: Mouse moved to (29, 607)
2019-05-05 17:25:19,164: Mouse moved to (29, 604)
2019-05-05 17:25:19,171: Mouse moved to (29, 601)
2019-05-05 17:25:19,180: Mouse moved to (29, 599)
2019-05-05 17:25:19,187: Mouse moved to (29, 596)
2019-05-05 17:25:19,195: Mouse moved to (29, 592)
2019-05-05 17:25:19,203: Mouse moved to (30, 588)
2019-05-05 17:25:19,210: Mouse moved to (32, 585)
2019-05-05 17:25:19,218: Mouse moved to (34, 580)
2019-05-05 17:25:19,226: Mouse moved to (36, 577)
2019-05-05 17:25:19,234: Mouse moved to (39, 573)
2019-05-05 17:25:19,243: Mouse moved to (42, 569)
2019-05-05 17:25:19,250: Mouse moved to (45, 565)
2019-05-05 17:25:19,258: Mouse moved to (49, 560)
2019-05-05 17:25:19,266: Mouse moved to (51, 558)
2019-05-05 17:25:19,274: Mouse moved to (55, 553)
2019-05-05 17:25:19,282: Mouse moved to (57, 551)
2019-05-05 17:25:19,290: Mouse moved to (58, 550)
2019-05-05 17:25:19,297: Mouse moved to (61, 547)
2019-05-05 17:25:19,305: Mouse moved to (66, 543)
2019-05-05 17:25:19,313: Mouse moved to (72, 540)
2019-05-05 17:25:19,321: Mouse moved to (79, 536)
2019-05-05 17:25:19,329: Mouse moved to (89, 531)
2019-05-05 17:25:19,339: Mouse moved to (99, 528)
2019-05-05 17:25:19,345: Mouse moved to (112, 525)
2019-05-05 17:25:19,353: Mouse moved to (129, 522)
2019-05-05 17:25:19,361: Mouse moved to (152, 521)
2019-05-05 17:25:19,369: Mouse moved to (172, 521)
2019-05-05 17:25:19,377: Mouse moved to (196, 521)
2019-05-05 17:25:19,384: Mouse moved to (221, 523)
2019-05-05 17:25:19,393: Mouse moved to (239, 525)
2019-05-05 17:25:19,400: Mouse moved to (252, 527)
2019-05-05 17:25:19,408: Mouse moved to (268, 534)
2019-05-05 17:25:19,416: Mouse moved to (287, 542)
2019-05-05 17:25:19,424: Mouse moved to (304, 546)
2019-05-05 17:25:19,432: Mouse moved to (325, 555)
2019-05-05 17:25:19,440: Mouse moved to (353, 565)
2019-05-05 17:25:19,448: Mouse moved to (377, 569)
2019-05-05 17:25:19,456: Mouse moved to (399, 571)
2019-05-05 17:25:19,464: Mouse moved to (421, 571)
2019-05-05 17:25:19,473: Mouse moved to (443, 571)
2019-05-05 17:25:19,479: Mouse moved to (461, 571)
2019-05-05 17:25:19,487: Mouse moved to (475, 567)
2019-05-05 17:25:19,495: Mouse moved to (487, 563)
2019-05-05 17:25:19,503: Mouse moved to (494, 560)
2019-05-05 17:25:19,511: Mouse moved to (500, 558)
2019-05-05 17:25:19,519: Mouse moved to (505, 554)
2019-05-05 17:25:19,527: Mouse moved to (512, 549)
2019-05-05 17:25:19,535: Mouse moved to (522, 546)
2019-05-05 17:25:19,543: Mouse moved to (536, 539)
2019-05-05 17:25:19,551: Mouse moved to (572, 521)
2019-05-05 17:25:19,559: Mouse moved to (606, 505)
2019-05-05 17:25:19,567: Mouse moved to (646, 485)
2019-05-05 17:25:19,574: Mouse moved to (690, 455)
2019-05-05 17:25:19,582: Mouse moved to (726, 429)
2019-05-05 17:25:19,590: Mouse moved to (758, 403)
2019-05-05 17:25:19,598: Mouse moved to (790, 379)
2019-05-05 17:25:19,606: Mouse moved to (818, 355)
2019-05-05 17:25:19,614: Mouse moved to (832, 341)
2019-05-05 17:25:19,623: Mouse moved to (842, 333)
2019-05-05 17:25:19,630: Mouse moved to (844, 327)
2019-05-05 17:25:19,639: Mouse moved to (844, 325)
2019-05-05 17:25:19,646: Mouse moved to (843, 324)
2019-05-05 17:25:19,654: Mouse moved to (841, 323)
2019-05-05 17:25:19,662: Mouse moved to (839, 322)
2019-05-05 17:25:19,669: Mouse moved to (836, 322)
2019-05-05 17:25:19,677: Mouse moved to (834, 322)
2019-05-05 17:25:19,685: Mouse moved to (831, 321)
2019-05-05 17:25:19,693: Mouse moved to (827, 321)
2019-05-05 17:25:19,701: Mouse moved to (825, 321)
2019-05-05 17:25:19,709: Mouse moved to (821, 321)
2019-05-05 17:25:19,718: Mouse moved to (819, 321)
2019-05-05 17:25:19,726: Mouse moved to (818, 321)
2019-05-05 17:25:19,733: Mouse moved to (815, 321)
2019-05-05 17:25:19,741: Mouse moved to (813, 321)
2019-05-05 17:25:19,749: Mouse moved to (812, 321)
2019-05-05 17:25:19,757: Mouse moved to (808, 323)
2019-05-05 17:25:19,764: Mouse moved to (804, 326)
2019-05-05 17:25:19,772: Mouse moved to (797, 331)
2019-05-05 17:25:19,780: Mouse moved to (790, 336)
2019-05-05 17:25:19,789: Mouse moved to (782, 343)
2019-05-05 17:25:19,796: Mouse moved to (765, 355)
2019-05-05 17:25:19,804: Mouse moved to (749, 365)
2019-05-05 17:25:19,814: Mouse moved to (733, 376)
2019-05-05 17:25:19,820: Mouse moved to (719, 388)
2019-05-05 17:25:19,828: Mouse moved to (700, 400)
2019-05-05 17:25:19,836: Mouse moved to (685, 413)
2019-05-05 17:25:19,844: Mouse moved to (673, 425)
2019-05-05 17:25:19,852: Mouse moved to (659, 439)
2019-05-05 17:25:19,859: Mouse moved to (649, 451)
2019-05-05 17:25:19,867: Mouse moved to (641, 463)
2019-05-05 17:25:19,876: Mouse moved to (634, 472)
2019-05-05 17:25:19,883: Mouse moved to (628, 486)
2019-05-05 17:25:19,891: Mouse moved to (624, 496)
2019-05-05 17:25:19,899: Mouse moved to (622, 507)
2019-05-05 17:25:19,908: Mouse moved to (620, 517)
2019-05-05 17:25:19,915: Mouse moved to (620, 523)
2019-05-05 17:25:19,923: Mouse moved to (620, 529)
2019-05-05 17:25:19,931: Mouse moved to (620, 534)
2019-05-05 17:25:19,939: Mouse moved to (623, 539)
2019-05-05 17:25:19,947: Mouse moved to (626, 545)
2019-05-05 17:25:19,955: Mouse moved to (630, 552)
2019-05-05 17:25:19,962: Mouse moved to (643, 573)
2019-05-05 17:25:19,970: Mouse moved to (652, 584)
2019-05-05 17:25:19,978: Mouse moved to (661, 591)
2019-05-05 17:25:19,986: Mouse moved to (670, 600)
2019-05-05 17:25:19,994: Mouse moved to (677, 607)
2019-05-05 17:25:20,002: Mouse moved to (687, 615)
2019-05-05 17:25:20,011: Mouse moved to (693, 621)
2019-05-05 17:25:20,018: Mouse moved to (704, 629)
2019-05-05 17:25:20,026: Mouse moved to (712, 634)
2019-05-05 17:25:20,034: Mouse moved to (717, 637)
2019-05-05 17:25:20,042: Mouse moved to (728, 644)
2019-05-05 17:25:20,050: Mouse moved to (737, 648)
2019-05-05 17:25:20,057: Mouse moved to (747, 651)
2019-05-05 17:25:20,065: Mouse moved to (759, 656)
2019-05-05 17:25:20,073: Mouse moved to (772, 658)
2019-05-05 17:25:20,081: Mouse moved to (782, 658)
2019-05-05 17:25:20,089: Mouse moved to (794, 658)
2019-05-05 17:25:20,097: Mouse moved to (805, 658)
2019-05-05 17:25:20,106: Mouse moved to (815, 658)
2019-05-05 17:25:20,113: Mouse moved to (824, 655)
2019-05-05 17:25:20,121: Mouse moved to (832, 653)
2019-05-05 17:25:20,129: Mouse moved to (839, 650)
2019-05-05 17:25:20,137: Mouse moved to (848, 649)
2019-05-05 17:25:20,145: Mouse moved to (852, 647)
2019-05-05 17:25:20,152: Mouse moved to (857, 646)
2019-05-05 17:25:20,161: Mouse moved to (862, 646)
2019-05-05 17:25:20,168: Mouse moved to (867, 645)
2019-05-05 17:25:20,176: Mouse moved to (871, 643)
2019-05-05 17:25:20,184: Mouse moved to (875, 643)
2019-05-05 17:25:20,193: Mouse moved to (882, 642)
2019-05-05 17:25:20,200: Mouse moved to (888, 641)
2019-05-05 17:25:20,208: Mouse moved to (894, 641)
2019-05-05 17:25:20,216: Mouse moved to (899, 641)
2019-05-05 17:25:20,224: Mouse moved to (905, 641)
2019-05-05 17:25:20,232: Mouse moved to (907, 641)
2019-05-05 17:25:20,239: Mouse moved to (911, 641)
2019-05-05 17:25:20,248: Mouse moved to (913, 641)
2019-05-05 17:25:20,255: Mouse moved to (916, 641)
2019-05-05 17:25:20,263: Mouse moved to (919, 642)
2019-05-05 17:25:20,271: Mouse moved to (924, 643)
2019-05-05 17:25:20,279: Mouse moved to (929, 644)
2019-05-05 17:25:20,287: Mouse moved to (945, 645)
2019-05-05 17:25:20,296: Mouse moved to (959, 649)
2019-05-05 17:25:20,303: Mouse moved to (971, 650)
2019-05-05 17:25:20,311: Mouse moved to (986, 653)
2019-05-05 17:25:20,319: Mouse moved to (996, 654)
2019-05-05 17:25:20,327: Mouse moved to (1003, 656)
2019-05-05 17:25:20,334: Mouse moved to (1010, 657)
2019-05-05 17:25:20,343: Mouse moved to (1017, 658)
2019-05-05 17:25:20,350: Mouse moved to (1018, 660)
2019-05-05 17:25:20,358: Mouse moved to (1021, 661)
2019-05-05 17:25:20,366: Mouse moved to (1022, 663)
2019-05-05 17:25:20,374: Mouse moved to (1022, 664)
2019-05-05 17:25:20,382: Mouse moved to (1023, 665)
2019-05-05 17:25:20,390: Mouse moved to (1024, 665)
2019-05-05 17:25:20,398: Mouse moved to (1024, 666)
2019-05-05 17:25:20,422: Mouse moved to (1024, 667)
2019-05-05 17:25:20,501: Mouse moved to (1024, 668)
2019-05-05 17:25:20,508: Mouse moved to (1023, 668)
2019-05-05 17:25:20,524: Mouse moved to (1022, 668)
